Measured Duration (µs)
5690
5691
5690
5690
5690
5690
5690
5691
5691
5690
5690
5666
5691
5666
5690
5689
5690
5690
5691
5692
5690
5690
5690
5690
5690
5691
5690
5690
5690
5690
5692
5693
5689
5690
5692
5690
5693
5690
5690
5693
5693
5693
5690
5690
5692
5693
5690
5690
5693
5690
5690
5693
5689
5693
5690
5693
5693
5692
5693
5692
5693
5693
5692
5690
5692
5693
5693
5692
5693
5690
5692
5690
5692
5693
5689
5690
5691
5690
5690
5689
5692
5689
5689
5692
5690
5692
5691
5690
5690
5689
5690
5691
5689
5691
5690
5690
5690
5689
5689
5690
5690
5689
5689
5691
5689
5692
5691
5689
5690
5690
5690
5689
5689
5690
5690
5689
5691
5690
5690
5689
5690
5690
5691
5690
5666
5690
5689
5690
5690
5690
5690
5689
5690
5690
5689
5690
5690
5692
5690
5690
5690
5689
5690
5690
5691
5690
5689
5690
5689
5689
5690
5689
5689
5692
5690
5690
5690
5690
5691
5691
5689
5692
5691
5690
5690
5690
5690
5690
5692
5689
5689
5689
5689
5689
5689
5689
5690
5692
5692
5693
5693
5693
5690
5691
5690
5692
5691
5691
5690
5690
5691
5690
5693
5690
5690
5691
5690
5690
5690
5690
5693
5693
5690
5693
5690
5690
5693
5693
5690
5690
5690
5693
5690
5690
5690
5690
5690
5691
5691
5691
5690
5690
5691
5689
5692
5690
5689
5689
5689
5690
5691
5689
5690
5690
5691
5690
5689
5689
5692
5689
5692
5689
5692
5689
5689
5691
5689
5692
5690
5690
5691
5690
5691
5691
5690
5690
5689
5689
5690
5692
5690
5690
5690
5689
5690
5689
5691
5690
5689
5690
5689
5689
5689
5689
5691
5689
5690
5690
5689
5690
5690
5690
5690
5690
5690
5690
5689
5690
5690
5690
5690
5690
5690
5689
5689
5691
5690
5690
5690
5691
5690
5690
5690
5691
5691
5690
5689
5691
5692
5692
5692
5691
5689
5690
5690
5691
5691
5691
5690
5690
5688
5690
5690
5691
5690
5690
5691
5690
5691
5690
5690
5690
5691
5690
5690
5690
5690
5689
5689
5689
5689
5689
5690
5690
5691
5690
5690
5691
5689
5690
5690
5690
5689
5690
5690
5689
5689
5690
5689
5690
5690
5689
5690
5690
5690
5690
5689
5690
5690
5690
5688
5691
5690
5690
5691
5690
5691
5690
5691
5691
5665
5690
5690
5690
5691
5690
5690
5690
5691
5690
5691
5689
5690
5690
5691
5690
5665
5691
5689
5688
5689
5690
5690
5688
5689
5690
5689
5689
5690
5689
5690
5690
5691
5691
5691
5691
5691
5691
5691
5691
5665
5691
5691
5688
5690
5690
5691
5689
5689
5688
5688
5689
5691
5691
5690
5691
5690
5689
5690
5689
5690
5690
5691
5690
5690
5690
5689
5691
5690
5688
5691
5691
5688
5691
5690
5691
5689
5688
5691
5688
5691
5691
5689
5692
5688
5688
5689
5688
5688
5689
5689
5689
5691
5690
5689
5689
5689
5688
5692
5691
5691
5692
5688
5690
5691
5691
5691
5691
5691
5691
5691
5692
5691
5692
5691
5691
5691
5691
5692
5692
