distance_cm,sent_message,received_message,timestamp
9.61,CanalystMessage ID=0x1 TS=0x0 Data=000003c100000000,CanalystMessage ID=0x1 TS=0x517dc1f Data=000003b500000000,2024-07-04 16:33:26
