Measured Duration (µs)
2784
2784
2784
2784
2784
2784
2783
2808
2808
2784
2783
2808
2783
2784
2784
2783
2783
2783
2783
2784
2784
2785
2810
2808
2784
2809
2809
2784
2809
2809
2783
2809
2809
2808
2809
2809
2809
2809
2784
2784
2785
2784
2808
2808
2784
2783
2785
2784
2784
2784
2784
2783
2783
2783
2784
2783
2783
2784
2808
2783
2783
2807
2783
2784
2784
2784
2784
2809
2806
2809
2810
2806
2784
2784
2785
2784
2784
2810
2784
2809
2784
2785
2785
2809
2783
2809
2809
2809
2806
2808
2809
2809
2784
2809
2784
2784
2785
2785
2785
2784
