Measured Duration (µs)
586
586
586
585
585
585
586
610
610
610
610
610
586
585
585
585
638
638
613
614
613
637
638
638
613
585
613
614
613
613
589
589
614
589
589
589
589
613
614
613
613
614
613
614
613
614
613
614
613
614
613
613
614
613
613
614
614
614
613
614
614
614
613
613
613
613
613
614
613
613
613
613
613
613
613
613
614
614
613
613
613
614
614
614
614
614
614
614
614
614
613
614
614
613
614
613
614
613
614
613
