Measured Duration (µs)
2256
2257
2257
2256
2253
2253
2253
2253
2253
2254
2256
2256
2257
2257
2256
2257
2257
2257
2232
2256
2257
2257
2232
2232
2232
2256
2256
2257
2256
2256
2256
2256
2256
2257
2256
2257
2256
2256
2257
2257
2257
2257
2257
2256
2257
2256
2257
2256
2256
2256
2257
2256
2256
2257
2256
2256
2256
2257
2257
2257
2256
2256
2256
2256
2256
2257
2257
2256
2256
2257
2256
2256
2256
2256
2256
2257
2256
2257
2256
2257
2257
2256
2256
2232
2256
2257
2256
2256
2257
2257
2257
2256
2257
2257
2256
2256
2256
2257
2257
2256
