Measured Duration (µs)
2267
2267
2240
2239
2263
2260
2589
2764
2813
2815
2816
2813
2836
2837
2816
2838
2816
2815
2815
2816
2840
2840
2841
2844
2844
2816
2841
2815
2815
2837
2836
2840
2812
2836
2812
2840
2837
2812
2837
2836
2839
2837
2815
2816
2837
2837
2815
2816
2816
2837
2840
2837
2815
2840
2839
2815
2816
2840
2816
2815
2818
2818
2819
2840
2819
2843
2819
2819
2819
2844
2818
2819
2819
2819
2819
2819
2843
2820
2820
2820
2819
2819
2844
2819
2819
2819
2819
2844
2843
2819
2819
2820
2820
2841
2820
2845
2845
2844
2842
2845
