Measured Duration (µs)
592
593
592
592
592
593
593
593
593
617
593
617
592
592
592
592
593
593
593
592
593
568
592
568
568
568
568
568
568
593
567
568
568
593
568
592
592
592
617
592
593
593
593
593
592
592
568
593
592
568
592
593
593
592
593
592
593
568
593
593
568
568
568
592
568
592
593
568
568
568
568
592
568
592
592
568
593
617
617
617
593
617
617
617
592
592
593
592
593
568
568
568
568
568
568
593
593
592
592
592
