Measured Duration (µs)
592
593
593
592
593
593
593
593
568
592
593
592
593
592
593
592
593
592
592
593
592
593
592
593
617
617
603
1298
1138
1138
1142
1141
1141
1116
1117
1117
1141
1141
1138
1141
1141
1141
1140
1141
1142
1116
1117
1117
1117
1141
1142
1142
1141
1117
1117
1141
1117
1117
1142
1117
1117
1117
1117
1117
1117
1117
1117
1117
1141
1141
1141
1117
1117
1141
1141
1141
1141
1141
1141
1142
1141
1141
1141
1117
1117
1141
1117
1142
1141
1117
1141
1141
1117
1117
1117
1117
1117
1117
1117
1142
