Measured Duration (µs)
1117
1117
1117
1117
1117
1117
1142
1117
1142
1141
1141
1142
1117
1117
1117
1117
1117
1117
1116
1742
1715
1694
1718
1682
1683
1683
1683
1683
1710
1683
1683
1711
1683
1711
1711
1683
1683
1683
1683
1684
1683
1683
1683
1683
1683
1683
1683
1683
1683
1683
1683
1683
1711
1683
1683
1683
1711
1683
1683
1684
1683
1683
1711
1711
1711
1711
1686
1711
1711
1711
1684
1712
1710
1683
1712
1711
1711
1711
1686
1711
1711
1711
1712
1686
1711
1711
1711
1686
1712
1711
1711
1711
1711
1711
1684
1683
1683
1711
1711
1711
